Timestamp,"MB Fan #1","MB Fan #2","MB Fan #3","MB Fan #4","MB Fan #5","MB Temp #1","MB Temp #2","MB Temp #3","MB VCPU","CPU Package","CPU Load","GPU #1 Temp #1","GPU #1 Temp #2","GPU #1 Load","GPU #1 Memory Load","GPU #1 Video Engine","GPU #2 Fan","GPU #2 Temp #1","GPU #2 Temp #2","GPU #2 Temp #3","GPU #2 Load #1","GPU #2 Memory Load","GPU #2 Video Engine","HX1000i Fan","HX1000i Temp","HX1000i Efficiency","HX1000i 12V Voltage","HX1000i 12V Current","HX1000i 12V Power"
29/8/2025 20:34:58 PM,1176RPM,1445RPM,3068RPM,1184RPM,1217RPM,49.00°C,51.50°C,45.00°C,1.14V,53.38°C,48%,42.00°C,46.00°C,0%,0%,0%,969RPM,86.00°C,78.00°C,65.00°C,100%,80%,0%,1968RPM,36.50°C,94W,11.90V,32.50A,387W
29/8/2025 20:35:03 PM,1167RPM,1398RPM,3139RPM,1169RPM,1219RPM,49.00°C,53.00°C,45.00°C,1.11V,53.63°C,49%,42.00°C,46.00°C,0%,0%,0%,962RPM,86.00°C,78.00°C,66.00°C,99%,80%,0%,1976RPM,36.50°C,94W,11.90V,34.00A,405W
29/8/2025 20:35:08 PM,1174RPM,1451RPM,3169RPM,1174RPM,1218RPM,49.00°C,53.50°C,45.00°C,1.14V,53.50°C,55%,42.00°C,46.00°C,0%,0%,0%,922RPM,86.00°C,79.00°C,66.00°C,99%,80%,0%,1960RPM,36.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:35:13 PM,1187RPM,1445RPM,3061RPM,1185RPM,1200RPM,49.00°C,54.00°C,45.00°C,1.14V,53.50°C,60%,42.00°C,46.00°C,0%,0%,0%,959RPM,86.00°C,79.00°C,66.00°C,99%,81%,0%,1960RPM,36.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:35:18 PM,1180RPM,1486RPM,3061RPM,1169RPM,1200RPM,49.00°C,54.50°C,45.00°C,1.13V,54.88°C,58%,42.00°C,46.00°C,0%,0%,0%,996RPM,86.00°C,79.00°C,67.00°C,99%,81%,0%,1952RPM,36.50°C,94W,11.80V,34.00A,401W
29/8/2025 20:35:23 PM,1179RPM,1473RPM,3089RPM,1180RPM,1200RPM,49.00°C,53.00°C,45.00°C,1.14V,53.13°C,49%,42.00°C,46.00°C,0%,0%,0%,1011RPM,86.00°C,80.00°C,67.00°C,99%,82%,0%,1960RPM,36.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:35:28 PM,1174RPM,1422RPM,3139RPM,1172RPM,1219RPM,49.00°C,53.00°C,45.00°C,1.14V,53.13°C,45%,42.00°C,46.00°C,0%,0%,0%,1035RPM,86.00°C,80.00°C,67.00°C,99%,86%,0%,1968RPM,36.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:35:33 PM,1179RPM,1430RPM,3154RPM,1172RPM,1219RPM,49.00°C,52.50°C,45.00°C,1.12V,53.13°C,46%,42.00°C,46.00°C,0%,0%,0%,1046RPM,86.00°C,80.00°C,67.00°C,100%,86%,0%,1984RPM,36.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:35:38 PM,1187RPM,1448RPM,3125RPM,1185RPM,1201RPM,49.00°C,52.50°C,45.00°C,1.14V,53.38°C,51%,42.00°C,46.00°C,0%,0%,0%,1079RPM,86.00°C,80.00°C,67.00°C,99%,87%,0%,1968RPM,36.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:35:43 PM,1185RPM,1428RPM,3176RPM,1187RPM,1201RPM,49.00°C,54.00°C,46.00°C,1.14V,53.50°C,48%,42.00°C,46.00°C,0%,0%,0%,1038RPM,86.00°C,80.00°C,67.00°C,97%,88%,0%,1976RPM,36.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:35:48 PM,1168RPM,1430RPM,3068RPM,1186RPM,1219RPM,49.00°C,53.00°C,46.00°C,1.14V,53.25°C,48%,42.00°C,46.00°C,0%,0%,0%,962RPM,86.00°C,80.00°C,67.00°C,98%,89%,0%,1976RPM,36.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:35:53 PM,1175RPM,1478RPM,3237RPM,1183RPM,1200RPM,49.00°C,55.00°C,46.00°C,1.14V,56.38°C,50%,42.00°C,46.00°C,0%,0%,0%,924RPM,86.00°C,80.00°C,67.00°C,99%,90%,0%,1984RPM,36.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:35:58 PM,1174RPM,1473RPM,3245RPM,1187RPM,1200RPM,49.00°C,56.50°C,46.00°C,1.14V,54.38°C,60%,42.00°C,46.00°C,0%,0%,0%,920RPM,86.00°C,80.00°C,67.00°C,97%,92%,0%,1976RPM,36.50°C,94W,11.90V,34.00A,405W
29/8/2025 20:36:03 PM,1178RPM,1518RPM,3206RPM,1182RPM,1217RPM,49.00°C,57.00°C,46.00°C,1.14V,58.13°C,54%,42.00°C,46.00°C,0%,0%,0%,876RPM,86.00°C,80.00°C,68.00°C,100%,93%,0%,1952RPM,36.50°C,94W,11.90V,32.50A,387W
29/8/2025 20:36:08 PM,1173RPM,1464RPM,3229RPM,1175RPM,1198RPM,49.00°C,54.00°C,46.00°C,1.14V,53.75°C,45%,42.00°C,46.00°C,0%,0%,0%,893RPM,88.00°C,80.00°C,68.00°C,97%,93%,0%,1952RPM,36.50°C,94W,11.90V,32.50A,387W
29/8/2025 20:36:13 PM,1173RPM,1467RPM,3047RPM,1186RPM,1198RPM,49.00°C,52.50°C,46.00°C,1.14V,54.13°C,58%,42.00°C,46.00°C,0%,0%,0%,961RPM,87.00°C,81.00°C,68.00°C,99%,93%,0%,1952RPM,36.50°C,94W,11.90V,34.00A,405W
29/8/2025 20:36:18 PM,1174RPM,1431RPM,3061RPM,1181RPM,1219RPM,49.00°C,53.50°C,46.00°C,1.14V,54.13°C,47%,42.00°C,47.00°C,0%,0%,0%,999RPM,88.00°C,81.00°C,68.00°C,97%,94%,0%,1952RPM,36.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:36:23 PM,1165RPM,1422RPM,3132RPM,1170RPM,1200RPM,49.00°C,52.50°C,46.00°C,1.13V,52.38°C,43%,42.00°C,46.00°C,0%,0%,0%,1024RPM,88.00°C,82.00°C,68.00°C,99%,94%,0%,1952RPM,36.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:36:28 PM,1186RPM,1424RPM,3110RPM,1181RPM,1201RPM,49.00°C,51.50°C,46.00°C,1.14V,51.25°C,49%,42.00°C,46.00°C,0%,0%,0%,1036RPM,88.00°C,81.00°C,68.00°C,98%,95%,0%,1976RPM,36.50°C,94W,11.80V,32.50A,384W
29/8/2025 20:36:33 PM,1176RPM,1403RPM,3075RPM,1185RPM,1219RPM,49.00°C,52.50°C,46.00°C,1.14V,52.63°C,48%,42.00°C,46.00°C,0%,0%,0%,1036RPM,86.00°C,80.00°C,68.00°C,99%,95%,0%,1976RPM,36.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:36:38 PM,1184RPM,1387RPM,3061RPM,1172RPM,1219RPM,49.00°C,52.50°C,46.00°C,1.14V,52.50°C,47%,43.00°C,46.00°C,0%,0%,0%,1038RPM,88.00°C,82.00°C,68.00°C,100%,96%,0%,1984RPM,36.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:36:43 PM,1175RPM,1398RPM,3132RPM,1180RPM,1219RPM,49.00°C,52.50°C,46.00°C,1.14V,53.50°C,47%,42.00°C,46.00°C,0%,0%,0%,1037RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1984RPM,36.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:36:48 PM,1173RPM,1381RPM,3206RPM,1167RPM,1219RPM,49.00°C,53.00°C,46.00°C,1.13V,53.25°C,47%,42.00°C,46.00°C,0%,0%,0%,1038RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1968RPM,36.50°C,94W,11.90V,32.50A,387W
29/8/2025 20:36:53 PM,1186RPM,1387RPM,3061RPM,1168RPM,1201RPM,49.00°C,52.00°C,46.00°C,1.13V,52.00°C,44%,42.00°C,46.00°C,0%,0%,0%,1028RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1976RPM,36.50°C,94W,11.80V,33.00A,389W
29/8/2025 20:36:58 PM,1186RPM,1387RPM,3061RPM,1168RPM,1201RPM,49.00°C,52.00°C,46.00°C,1.13V,51.75°C,47%,42.00°C,46.00°C,0%,0%,0%,1028RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1968RPM,36.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:37:03 PM,1178RPM,1386RPM,3161RPM,1183RPM,1200RPM,49.00°C,53.50°C,46.00°C,1.14V,52.75°C,42%,42.00°C,47.00°C,0%,0%,0%,1000RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1968RPM,36.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:37:08 PM,1166RPM,1387RPM,3139RPM,1172RPM,1200RPM,49.00°C,52.50°C,46.00°C,1.14V,52.63°C,45%,42.00°C,46.00°C,0%,0%,0%,999RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1976RPM,36.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:37:13 PM,1172RPM,1386RPM,3154RPM,1168RPM,1200RPM,49.00°C,52.50°C,46.00°C,1.14V,52.50°C,45%,42.00°C,46.00°C,0%,0%,0%,998RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1968RPM,36.50°C,94W,11.80V,32.50A,384W
29/8/2025 20:37:18 PM,1174RPM,1404RPM,3082RPM,1168RPM,1198RPM,49.00°C,53.00°C,46.00°C,1.14V,53.00°C,46%,42.00°C,46.00°C,0%,0%,0%,998RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1952RPM,36.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:37:23 PM,1185RPM,1404RPM,3146RPM,1184RPM,1200RPM,49.00°C,52.50°C,46.00°C,1.16V,52.13°C,46%,42.00°C,46.00°C,0%,0%,0%,999RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1976RPM,36.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:37:28 PM,1185RPM,1404RPM,3146RPM,1184RPM,1200RPM,49.00°C,52.50°C,46.00°C,1.16V,52.75°C,45%,42.00°C,46.00°C,0%,0%,0%,999RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1952RPM,36.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:37:33 PM,1178RPM,1387RPM,3132RPM,1180RPM,1219RPM,49.00°C,52.50°C,46.00°C,1.14V,53.63°C,46%,43.00°C,47.00°C,0%,0%,0%,999RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1960RPM,36.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:37:38 PM,1184RPM,1431RPM,3075RPM,1184RPM,1201RPM,49.00°C,53.00°C,46.00°C,1.14V,53.13°C,45%,42.00°C,46.00°C,0%,0%,0%,999RPM,88.00°C,81.00°C,68.00°C,99%,97%,0%,1968RPM,36.50°C,94W,11.90V,34.00A,405W
29/8/2025 20:37:43 PM,1178RPM,1443RPM,3075RPM,1169RPM,1200RPM,49.00°C,52.50°C,46.00°C,1.14V,52.88°C,45%,43.00°C,46.00°C,0%,0%,0%,999RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1952RPM,36.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:37:48 PM,1178RPM,1443RPM,3075RPM,1169RPM,1200RPM,49.00°C,52.50°C,46.00°C,1.14V,52.63°C,45%,43.00°C,46.00°C,0%,0%,0%,999RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1960RPM,36.50°C,94W,11.90V,32.50A,387W
29/8/2025 20:37:53 PM,1165RPM,1431RPM,3154RPM,1181RPM,1201RPM,49.00°C,53.00°C,46.00°C,1.14V,52.88°C,49%,43.00°C,46.00°C,0%,0%,0%,999RPM,88.00°C,80.00°C,68.00°C,96%,97%,0%,1960RPM,36.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:37:58 PM,1167RPM,1450RPM,3089RPM,1174RPM,1219RPM,50.00°C,53.50°C,46.00°C,1.11V,53.38°C,48%,42.00°C,47.00°C,0%,0%,0%,1000RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1960RPM,36.50°C,94W,11.90V,33.50A,399W
29/8/2025 20:38:03 PM,1165RPM,1448RPM,3061RPM,1176RPM,1220RPM,50.00°C,52.00°C,46.00°C,1.14V,52.88°C,48%,43.00°C,47.00°C,0%,0%,0%,998RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1952RPM,36.50°C,94W,11.90V,33.00A,393W
29/8/2025 20:38:08 PM,1165RPM,1448RPM,3061RPM,1176RPM,1220RPM,50.00°C,52.00°C,46.00°C,1.14V,52.63°C,47%,43.00°C,47.00°C,0%,0%,0%,998RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1960RPM,37.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:38:13 PM,1187RPM,1424RPM,3161RPM,1171RPM,1201RPM,50.00°C,52.50°C,46.00°C,1.14V,52.25°C,48%,42.00°C,46.00°C,0%,0%,0%,1000RPM,88.00°C,80.00°C,68.00°C,99%,97%,0%,1960RPM,37.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:38:18 PM,1165RPM,1401RPM,3089RPM,1171RPM,1200RPM,50.00°C,52.50°C,46.00°C,1.14V,52.13°C,42%,42.00°C,46.00°C,0%,0%,0%,999RPM,88.00°C,81.00°C,68.00°C,99%,97%,0%,1952RPM,37.00°C,94W,11.80V,33.00A,389W
29/8/2025 20:38:23 PM,1179RPM,1398RPM,3103RPM,1170RPM,1201RPM,50.00°C,52.00°C,46.00°C,1.14V,52.13°C,43%,42.00°C,46.00°C,0%,0%,0%,999RPM,88.00°C,81.00°C,68.00°C,99%,97%,0%,1960RPM,37.00°C,94W,11.90V,30.50A,363W
29/8/2025 20:38:28 PM,1179RPM,1398RPM,3103RPM,1170RPM,1201RPM,50.00°C,52.00°C,46.00°C,1.14V,53.25°C,46%,42.00°C,46.00°C,0%,0%,0%,999RPM,88.00°C,81.00°C,68.00°C,99%,97%,0%,1960RPM,37.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:38:33 PM,1185RPM,1387RPM,3082RPM,1170RPM,1201RPM,50.00°C,53.50°C,46.00°C,1.15V,54.50°C,49%,43.00°C,47.00°C,0%,0%,0%,1000RPM,88.00°C,80.00°C,68.00°C,99%,98%,0%,1960RPM,37.00°C,94W,11.90V,34.50A,411W
29/8/2025 20:38:38 PM,1185RPM,1473RPM,3110RPM,1173RPM,1200RPM,50.00°C,54.50°C,46.00°C,1.14V,54.63°C,51%,42.00°C,46.00°C,0%,0%,0%,999RPM,88.00°C,80.00°C,68.00°C,99%,98%,0%,1984RPM,37.00°C,94W,11.90V,34.50A,411W
29/8/2025 20:38:43 PM,1173RPM,1475RPM,3082RPM,1173RPM,1198RPM,50.00°C,54.00°C,47.00°C,1.16V,54.00°C,50%,42.00°C,47.00°C,0%,0%,0%,999RPM,88.00°C,81.00°C,68.00°C,99%,98%,0%,1968RPM,37.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:38:48 PM,1173RPM,1475RPM,3082RPM,1173RPM,1198RPM,50.00°C,54.00°C,47.00°C,1.16V,55.00°C,50%,42.00°C,47.00°C,0%,0%,0%,999RPM,88.00°C,81.00°C,68.00°C,99%,98%,0%,1976RPM,37.00°C,94W,11.80V,33.50A,395W
29/8/2025 20:38:53 PM,1187RPM,1485RPM,3161RPM,1182RPM,1219RPM,50.00°C,55.00°C,47.00°C,1.14V,55.50°C,52%,42.00°C,46.00°C,0%,0%,0%,1002RPM,88.00°C,83.00°C,68.00°C,99%,98%,0%,1968RPM,37.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:38:58 PM,1178RPM,1467RPM,3199RPM,1169RPM,1221RPM,50.00°C,56.50°C,47.00°C,1.14V,56.63°C,57%,42.00°C,47.00°C,0%,0%,0%,1157RPM,90.00°C,82.00°C,68.00°C,99%,98%,0%,1968RPM,37.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:39:03 PM,1178RPM,1467RPM,3199RPM,1169RPM,1221RPM,50.00°C,56.50°C,47.00°C,1.14V,57.38°C,53%,42.00°C,47.00°C,0%,0%,0%,1157RPM,90.00°C,82.00°C,68.00°C,99%,98%,0%,1976RPM,37.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:39:08 PM,1166RPM,1569RPM,3260RPM,1183RPM,1202RPM,50.00°C,57.00°C,47.00°C,1.13V,60.00°C,52%,43.00°C,47.00°C,0%,0%,0%,1236RPM,88.00°C,81.00°C,67.00°C,94%,98%,0%,1968RPM,37.00°C,94W,11.90V,34.50A,411W
29/8/2025 20:39:13 PM,1164RPM,1553RPM,3409RPM,1169RPM,1220RPM,50.00°C,58.50°C,47.00°C,1.13V,56.13°C,50%,42.00°C,46.00°C,0%,0%,0%,1199RPM,88.00°C,79.00°C,67.00°C,98%,98%,0%,1968RPM,37.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:39:18 PM,1174RPM,1468RPM,3237RPM,1171RPM,1201RPM,50.00°C,57.00°C,47.00°C,1.14V,57.25°C,54%,42.00°C,47.00°C,0%,0%,0%,1163RPM,87.00°C,80.00°C,66.00°C,95%,98%,0%,1960RPM,37.00°C,94W,11.90V,36.50A,434W
29/8/2025 20:39:23 PM,1174RPM,1468RPM,3237RPM,1171RPM,1201RPM,50.00°C,57.00°C,47.00°C,1.14V,55.50°C,50%,42.00°C,47.00°C,0%,0%,0%,1163RPM,87.00°C,80.00°C,66.00°C,95%,98%,0%,1976RPM,37.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:39:28 PM,1173RPM,1486RPM,3183RPM,1169RPM,1203RPM,50.00°C,55.00°C,47.00°C,1.13V,54.00°C,49%,42.00°C,47.00°C,0%,0%,0%,1131RPM,86.00°C,81.00°C,66.00°C,99%,98%,0%,1960RPM,37.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:39:33 PM,1178RPM,1486RPM,3054RPM,1183RPM,1220RPM,50.00°C,54.50°C,47.00°C,1.16V,55.25°C,52%,42.00°C,46.00°C,0%,0%,0%,1122RPM,88.00°C,81.00°C,66.00°C,99%,98%,0%,1952RPM,37.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:39:38 PM,1174RPM,1493RPM,3110RPM,1180RPM,1202RPM,50.00°C,54.00°C,47.00°C,1.14V,54.63°C,51%,43.00°C,46.00°C,0%,0%,0%,1091RPM,86.00°C,80.00°C,66.00°C,99%,98%,0%,1984RPM,37.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:39:43 PM,1174RPM,1493RPM,3110RPM,1180RPM,1202RPM,50.00°C,54.00°C,47.00°C,1.14V,54.63°C,48%,43.00°C,46.00°C,0%,0%,0%,1091RPM,86.00°C,80.00°C,66.00°C,99%,98%,0%,1952RPM,37.00°C,94W,11.80V,33.00A,389W
29/8/2025 20:39:48 PM,1166RPM,1421RPM,3096RPM,1187RPM,1202RPM,50.00°C,54.50°C,47.00°C,1.14V,56.63°C,52%,42.00°C,46.00°C,0%,0%,0%,1079RPM,88.00°C,80.00°C,66.00°C,99%,98%,0%,1960RPM,37.00°C,94W,11.80V,33.50A,395W
29/8/2025 20:39:53 PM,1175RPM,1491RPM,3276RPM,1186RPM,1221RPM,50.00°C,56.50°C,47.00°C,1.14V,57.00°C,55%,43.00°C,47.00°C,0%,0%,0%,1040RPM,88.00°C,81.00°C,66.00°C,99%,99%,0%,1960RPM,37.00°C,94W,11.90V,35.50A,422W
29/8/2025 20:39:58 PM,1186RPM,1491RPM,3325RPM,1170RPM,1202RPM,50.00°C,56.00°C,47.00°C,1.13V,56.63°C,52%,42.00°C,46.00°C,0%,0%,0%,1037RPM,88.00°C,81.00°C,66.00°C,99%,100%,0%,1960RPM,37.00°C,94W,11.80V,34.00A,401W
29/8/2025 20:40:03 PM,1186RPM,1491RPM,3325RPM,1170RPM,1202RPM,50.00°C,56.00°C,47.00°C,1.13V,56.13°C,52%,42.00°C,46.00°C,0%,0%,0%,1037RPM,88.00°C,81.00°C,66.00°C,99%,100%,0%,1968RPM,37.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:40:08 PM,1173RPM,1472RPM,3214RPM,1170RPM,1202RPM,50.00°C,55.50°C,47.00°C,1.14V,54.38°C,48%,43.00°C,47.00°C,0%,0%,0%,1038RPM,86.00°C,80.00°C,66.00°C,99%,99%,0%,1952RPM,37.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:40:13 PM,1175RPM,1465RPM,3146RPM,1169RPM,1221RPM,50.00°C,54.00°C,47.00°C,1.14V,54.13°C,51%,42.00°C,47.00°C,0%,0%,0%,1036RPM,88.00°C,81.00°C,66.00°C,99%,99%,0%,1952RPM,37.00°C,94W,11.80V,33.00A,389W
29/8/2025 20:40:18 PM,1187RPM,1465RPM,3260RPM,1170RPM,1202RPM,50.00°C,56.00°C,47.00°C,1.14V,56.38°C,54%,43.00°C,46.00°C,0%,0%,0%,1038RPM,86.00°C,80.00°C,66.00°C,99%,99%,0%,1960RPM,37.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:40:23 PM,1187RPM,1465RPM,3260RPM,1170RPM,1202RPM,50.00°C,56.00°C,47.00°C,1.14V,54.88°C,54%,43.00°C,46.00°C,0%,0%,0%,1038RPM,86.00°C,80.00°C,66.00°C,99%,99%,0%,1952RPM,37.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:40:28 PM,1175RPM,1485RPM,3284RPM,1174RPM,1202RPM,50.00°C,55.00°C,47.00°C,1.12V,57.75°C,57%,42.00°C,46.00°C,0%,16%,0%,1039RPM,88.00°C,81.00°C,67.00°C,99%,99%,0%,1960RPM,37.00°C,94W,11.90V,34.50A,411W
29/8/2025 20:40:33 PM,1167RPM,1511RPM,3229RPM,1170RPM,1201RPM,50.00°C,56.00°C,47.00°C,1.13V,56.25°C,53%,42.00°C,47.00°C,0%,0%,0%,999RPM,88.00°C,81.00°C,67.00°C,99%,99%,0%,1952RPM,37.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:40:38 PM,1167RPM,1511RPM,3229RPM,1170RPM,1201RPM,50.00°C,56.00°C,47.00°C,1.13V,55.00°C,51%,42.00°C,47.00°C,0%,0%,0%,999RPM,88.00°C,81.00°C,67.00°C,99%,99%,0%,1952RPM,37.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:40:43 PM,1173RPM,1467RPM,3199RPM,1174RPM,1220RPM,50.00°C,54.00°C,47.00°C,1.14V,54.38°C,49%,43.00°C,46.00°C,0%,0%,0%,1000RPM,88.00°C,81.00°C,67.00°C,98%,99%,0%,1952RPM,37.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:40:48 PM,1165RPM,1488RPM,3245RPM,1181RPM,1201RPM,50.00°C,58.00°C,47.00°C,1.11V,56.38°C,49%,42.00°C,47.00°C,0%,0%,0%,999RPM,88.00°C,81.00°C,67.00°C,100%,99%,0%,1960RPM,37.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:40:53 PM,1174RPM,1464RPM,3237RPM,1182RPM,1220RPM,50.00°C,54.50°C,47.00°C,1.14V,54.75°C,48%,42.00°C,46.00°C,0%,0%,0%,999RPM,88.00°C,81.00°C,67.00°C,99%,99%,0%,1960RPM,37.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:40:58 PM,1174RPM,1464RPM,3237RPM,1182RPM,1220RPM,50.00°C,54.50°C,47.00°C,1.14V,54.50°C,50%,42.00°C,46.00°C,0%,0%,0%,999RPM,88.00°C,81.00°C,67.00°C,99%,99%,0%,1952RPM,37.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:41:03 PM,1187RPM,1472RPM,3161RPM,1170RPM,1221RPM,50.00°C,55.00°C,47.00°C,1.15V,55.13°C,51%,43.00°C,47.00°C,0%,0%,0%,999RPM,88.00°C,81.00°C,67.00°C,99%,99%,0%,1968RPM,37.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:41:08 PM,1175RPM,1473RPM,3221RPM,1183RPM,1220RPM,50.00°C,54.00°C,47.00°C,1.13V,54.50°C,48%,42.00°C,46.00°C,0%,0%,0%,999RPM,88.00°C,82.00°C,67.00°C,99%,99%,0%,1952RPM,37.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:41:13 PM,1179RPM,1475RPM,3110RPM,1169RPM,1202RPM,50.00°C,54.00°C,47.00°C,1.14V,54.25°C,52%,43.00°C,47.00°C,0%,0%,0%,999RPM,88.00°C,81.00°C,67.00°C,99%,99%,0%,1960RPM,37.00°C,94W,11.90V,34.00A,405W
29/8/2025 20:41:18 PM,1179RPM,1475RPM,3110RPM,1169RPM,1202RPM,50.00°C,54.00°C,47.00°C,1.14V,55.00°C,48%,43.00°C,47.00°C,0%,0%,0%,999RPM,88.00°C,81.00°C,67.00°C,99%,99%,0%,1976RPM,37.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:41:23 PM,1180RPM,1485RPM,3068RPM,1187RPM,1202RPM,50.00°C,55.50°C,47.00°C,1.14V,54.13°C,49%,43.00°C,47.00°C,0%,0%,0%,999RPM,88.00°C,82.00°C,67.00°C,99%,99%,0%,1960RPM,37.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:41:28 PM,1179RPM,1468RPM,3103RPM,1185RPM,1220RPM,50.00°C,54.50°C,48.00°C,1.14V,55.38°C,53%,43.00°C,47.00°C,0%,0%,0%,999RPM,88.00°C,82.00°C,68.00°C,99%,99%,0%,1960RPM,37.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:41:33 PM,1188RPM,1465RPM,3089RPM,1169RPM,1201RPM,50.00°C,54.50°C,48.00°C,1.13V,55.38°C,49%,42.00°C,46.00°C,0%,0%,0%,1000RPM,88.00°C,82.00°C,68.00°C,99%,99%,0%,1976RPM,37.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:41:38 PM,1188RPM,1465RPM,3089RPM,1169RPM,1201RPM,50.00°C,54.50°C,48.00°C,1.13V,54.13°C,49%,42.00°C,46.00°C,0%,0%,0%,1000RPM,88.00°C,82.00°C,68.00°C,99%,99%,0%,1952RPM,37.00°C,94W,11.90V,33.50A,399W
29/8/2025 20:41:43 PM,1187RPM,1472RPM,3214RPM,1186RPM,1202RPM,50.00°C,55.00°C,48.00°C,1.14V,55.00°C,51%,43.00°C,47.00°C,0%,0%,0%,998RPM,88.00°C,82.00°C,68.00°C,99%,99%,0%,1952RPM,37.00°C,94W,11.90V,33.00A,393W
29/8/2025 20:41:48 PM,1168RPM,1473RPM,3191RPM,1170RPM,1220RPM,50.00°C,55.00°C,48.00°C,1.15V,55.00°C,56%,42.00°C,47.00°C,0%,0%,0%,999RPM,88.00°C,82.00°C,68.00°C,99%,99%,0%,1976RPM,37.00°C,94W,11.90V,34.50A,411W
29/8/2025 20:41:53 PM,1188RPM,1472RPM,3068RPM,1170RPM,1220RPM,50.00°C,54.50°C,48.00°C,1.15V,55.13°C,50%,43.00°C,46.00°C,0%,0%,0%,1001RPM,88.00°C,82.00°C,68.00°C,99%,99%,0%,1952RPM,37.00°C,94W,11.90V,32.50A,387W
29/8/2025 20:41:58 PM,1188RPM,1472RPM,3068RPM,1170RPM,1220RPM,50.00°C,54.50°C,48.00°C,1.15V,55.75°C,55%,43.00°C,46.00°C,0%,0%,0%,1001RPM,88.00°C,82.00°C,68.00°C,99%,99%,0%,1952RPM,37.00°C,94W,11.90V,34.00A,405W
